Episode	 Steps	 Score	 Best_Score	 Epsilon	
661	 250	 0.00	 0.92	 0.10	
662	 250	 0.00	 0.92	 0.10	
663	 250	 0.00	 0.92	 0.10	
664	 250	 0.00	 0.92	 0.10	
665	 250	 0.00	 0.92	 0.10	
666	 250	 0.00	 0.92	 0.10	
667	 250	 0.00	 0.92	 0.10	
668	 250	 0.00	 0.92	 0.10	
669	 250	 0.00	 0.92	 0.10	
670	 250	 0.00	 0.92	 0.10	
671	 250	 0.00	 0.92	 0.10	
672	 250	 0.00	 0.92	 0.10	
673	 250	 0.00	 0.92	 0.10	
674	 250	 0.00	 0.92	 0.10	
675	 250	 0.00	 0.92	 0.10	
676	 250	 0.00	 0.92	 0.10	
677	 250	 0.00	 0.92	 0.10	
678	 250	 0.00	 0.92	 0.10	
679	 250	 0.00	 0.92	 0.10	
680	 250	 0.00	 0.92	 0.10	
681	 250	 0.00	 0.92	 0.10	
682	 250	 0.00	 0.92	 0.10	
683	 250	 0.00	 0.92	 0.10	
684	 250	 0.00	 0.92	 0.10	
685	 250	 0.00	 0.92	 0.10	
686	 250	 0.00	 0.92	 0.10	
687	 250	 0.00	 0.92	 0.10	
688	 250	 0.00	 0.92	 0.10	
689	 250	 0.00	 0.92	 0.10	
690	 250	 0.00	 0.92	 0.10	
691	 250	 0.00	 0.92	 0.10	
692	 250	 0.00	 0.92	 0.10	
693	 250	 0.00	 0.92	 0.10	
694	 250	 0.00	 0.92	 0.10	
695	 250	 0.00	 0.92	 0.10	
696	 250	 0.00	 0.92	 0.10	
697	 250	 0.00	 0.92	 0.10	
698	 250	 0.00	 0.92	 0.10	
699	 250	 0.00	 0.92	 0.10	
700	 250	 0.00	 0.92	 0.10	
701	 138	 0.50	 0.92	 0.10	
702	 250	 0.00	 0.92	 0.10	
703	 250	 0.00	 0.92	 0.10	
704	 250	 0.00	 0.92	 0.10	
705	 250	 0.00	 0.92	 0.10	
706	 250	 0.00	 0.92	 0.10	
707	 250	 0.00	 0.92	 0.10	
708	 250	 0.00	 0.92	 0.10	
709	 250	 0.00	 0.92	 0.10	
710	 250	 0.00	 0.92	 0.10	
711	 250	 0.00	 0.92	 0.10	
712	 250	 0.00	 0.92	 0.10	
713	 250	 0.00	 0.92	 0.10	
714	 250	 0.00	 0.92	 0.10	
715	 250	 0.00	 0.92	 0.10	
716	 250	 0.00	 0.92	 0.10	
717	 250	 0.00	 0.92	 0.10	
718	 250	 0.00	 0.92	 0.10	
719	 250	 0.00	 0.92	 0.10	
720	 250	 0.00	 0.92	 0.10	
721	 250	 0.00	 0.92	 0.10	
722	 250	 0.00	 0.92	 0.10	
723	 250	 0.00	 0.92	 0.10	
724	 250	 0.00	 0.92	 0.10	
725	 250	 0.00	 0.92	 0.10	
726	 250	 0.00	 0.92	 0.10	
727	 250	 0.00	 0.92	 0.10	
728	 250	 0.00	 0.92	 0.10	
729	 250	 0.00	 0.92	 0.10	
730	 250	 0.00	 0.92	 0.10	
731	 250	 0.00	 0.92	 0.10	
732	 250	 0.00	 0.92	 0.10	
733	 250	 0.00	 0.92	 0.10	
734	 250	 0.00	 0.92	 0.10	
735	 250	 0.00	 0.92	 0.10	
736	 250	 0.00	 0.92	 0.10	
737	 250	 0.00	 0.92	 0.10	
738	 250	 0.00	 0.92	 0.10	
739	 250	 0.00	 0.92	 0.10	
740	 250	 0.00	 0.92	 0.10	
741	 250	 0.00	 0.92	 0.10	
742	 250	 0.00	 0.92	 0.10	
743	 250	 0.00	 0.92	 0.10	
744	 250	 0.00	 0.92	 0.10	
745	 250	 0.00	 0.92	 0.10	
746	 250	 0.00	 0.92	 0.10	
747	 250	 0.00	 0.92	 0.10	
748	 250	 0.00	 0.92	 0.10	
749	 250	 0.00	 0.92	 0.10	
750	 250	 0.00	 0.92	 0.10	
751	 250	 0.00	 0.92	 0.10	
752	 250	 0.00	 0.92	 0.10	
753	 250	 0.00	 0.92	 0.10	
754	 250	 0.00	 0.92	 0.10	
755	 250	 0.00	 0.92	 0.10	
756	 250	 0.00	 0.92	 0.10	
757	 250	 0.00	 0.92	 0.10	
758	 250	 0.00	 0.92	 0.10	
759	 250	 0.00	 0.92	 0.10	
760	 250	 0.00	 0.92	 0.10	
761	 250	 0.00	 0.92	 0.10	
762	 250	 0.00	 0.92	 0.10	
763	 250	 0.00	 0.92	 0.10	
764	 250	 0.00	 0.92	 0.10	
765	 250	 0.00	 0.92	 0.10	
766	 250	 0.00	 0.92	 0.10	
767	 250	 0.00	 0.92	 0.10	
768	 250	 0.00	 0.92	 0.10	
769	 250	 0.00	 0.92	 0.10	
770	 250	 0.00	 0.92	 0.10	
771	 250	 0.00	 0.92	 0.10	
772	 250	 0.00	 0.92	 0.10	
773	 250	 0.00	 0.92	 0.10	
774	 250	 0.00	 0.92	 0.10	
775	 250	 0.00	 0.92	 0.10	
776	 250	 0.00	 0.92	 0.10	
777	 250	 0.00	 0.92	 0.10	
778	 250	 0.00	 0.92	 0.10	
779	 250	 0.00	 0.92	 0.10	
780	 250	 0.00	 0.92	 0.10	
781	 250	 0.00	 0.92	 0.10	
782	 250	 0.00	 0.92	 0.10	
783	 250	 0.00	 0.92	 0.10	
784	 250	 0.00	 0.92	 0.10	
785	 250	 0.00	 0.92	 0.10	
786	 250	 0.00	 0.92	 0.10	
787	 250	 0.00	 0.92	 0.10	
788	 250	 0.00	 0.92	 0.10	
789	 250	 0.00	 0.92	 0.10	
790	 250	 0.00	 0.92	 0.10	
791	 250	 0.00	 0.92	 0.10	
792	 250	 0.00	 0.92	 0.10	
793	 250	 0.00	 0.92	 0.10	
794	 250	 0.00	 0.92	 0.10	
795	 145	 0.48	 0.92	 0.10	
796	 250	 0.00	 0.92	 0.10	
797	 250	 0.00	 0.92	 0.10	
798	 250	 0.00	 0.92	 0.10	
799	 250	 0.00	 0.92	 0.10	
800	 250	 0.00	 0.92	 0.10	
801	 250	 0.00	 0.92	 0.10	
802	 250	 0.00	 0.92	 0.10	
803	 250	 0.00	 0.92	 0.10	
804	 250	 0.00	 0.92	 0.10	
805	 250	 0.00	 0.92	 0.10	
806	 45	 0.84	 0.92	 0.10	
807	 250	 0.00	 0.92	 0.10	
808	 250	 0.00	 0.92	 0.10	
809	 250	 0.00	 0.92	 0.10	
810	 250	 0.00	 0.92	 0.10	
811	 250	 0.00	 0.92	 0.10	
812	 165	 0.41	 0.92	 0.10	
813	 250	 0.00	 0.92	 0.10	
814	 250	 0.00	 0.92	 0.10	
815	 250	 0.00	 0.92	 0.10	
816	 250	 0.00	 0.92	 0.10	
817	 100	 0.64	 0.92	 0.10	
818	 250	 0.00	 0.92	 0.10	
819	 250	 0.00	 0.92	 0.10	
820	 250	 0.00	 0.92	 0.10	
821	 250	 0.00	 0.92	 0.10	
822	 250	 0.00	 0.92	 0.10	
823	 250	 0.00	 0.92	 0.10	
824	 250	 0.00	 0.92	 0.10	
825	 250	 0.00	 0.92	 0.10	
826	 250	 0.00	 0.92	 0.10	
827	 250	 0.00	 0.92	 0.10	
828	 250	 0.00	 0.92	 0.10	
829	 250	 0.00	 0.92	 0.10	
830	 250	 0.00	 0.92	 0.10	
831	 250	 0.00	 0.92	 0.10	
832	 250	 0.00	 0.92	 0.10	
833	 250	 0.00	 0.92	 0.10	
834	 250	 0.00	 0.92	 0.10	
835	 250	 0.00	 0.92	 0.10	
836	 235	 0.15	 0.92	 0.10	
837	 250	 0.00	 0.92	 0.10	
838	 85	 0.69	 0.92	 0.10	
839	 250	 0.00	 0.92	 0.10	
840	 250	 0.00	 0.92	 0.10	
841	 119	 0.57	 0.92	 0.10	
842	 250	 0.00	 0.92	 0.10	
843	 250	 0.00	 0.92	 0.10	
844	 250	 0.00	 0.92	 0.10	
845	 250	 0.00	 0.92	 0.10	
846	 250	 0.00	 0.92	 0.10	
847	 250	 0.00	 0.92	 0.10	
848	 250	 0.00	 0.92	 0.10	
849	 250	 0.00	 0.92	 0.10	
850	 250	 0.00	 0.92	 0.10	
851	 250	 0.00	 0.92	 0.10	
852	 250	 0.00	 0.92	 0.10	
853	 250	 0.00	 0.92	 0.10	
854	 250	 0.00	 0.92	 0.10	
855	 250	 0.00	 0.92	 0.10	
856	 250	 0.00	 0.92	 0.10	
857	 250	 0.00	 0.92	 0.10	
858	 250	 0.00	 0.92	 0.10	
859	 250	 0.00	 0.92	 0.10	
860	 250	 0.00	 0.92	 0.10	
861	 250	 0.00	 0.92	 0.10	
862	 250	 0.00	 0.92	 0.10	
863	 250	 0.00	 0.92	 0.10	
864	 250	 0.00	 0.92	 0.10	
865	 250	 0.00	 0.92	 0.10	
866	 52	 0.81	 0.92	 0.10	
867	 250	 0.00	 0.92	 0.10	
868	 250	 0.00	 0.92	 0.10	
869	 250	 0.00	 0.92	 0.10	
870	 250	 0.00	 0.92	 0.10	
871	 250	 0.00	 0.92	 0.10	
872	 250	 0.00	 0.92	 0.10	
873	 250	 0.00	 0.92	 0.10	
874	 250	 0.00	 0.92	 0.10	
875	 250	 0.00	 0.92	 0.10	
876	 250	 0.00	 0.92	 0.10	
877	 250	 0.00	 0.92	 0.10	
878	 250	 0.00	 0.92	 0.10	
879	 250	 0.00	 0.92	 0.10	
880	 250	 0.00	 0.92	 0.10	
881	 250	 0.00	 0.92	 0.10	
882	 250	 0.00	 0.92	 0.10	
883	 250	 0.00	 0.92	 0.10	
884	 250	 0.00	 0.92	 0.10	
885	 250	 0.00	 0.92	 0.10	
886	 250	 0.00	 0.92	 0.10	
887	 250	 0.00	 0.92	 0.10	
888	 250	 0.00	 0.92	 0.10	
889	 250	 0.00	 0.92	 0.10	
890	 250	 0.00	 0.92	 0.10	
891	 250	 0.00	 0.92	 0.10	
892	 250	 0.00	 0.92	 0.10	
893	 250	 0.00	 0.92	 0.10	
894	 250	 0.00	 0.92	 0.10	
895	 250	 0.00	 0.92	 0.10	
896	 250	 0.00	 0.92	 0.10	
897	 250	 0.00	 0.92	 0.10	
898	 250	 0.00	 0.92	 0.10	
899	 250	 0.00	 0.92	 0.10	
900	 250	 0.00	 0.92	 0.10	
901	 250	 0.00	 0.92	 0.10	
902	 250	 0.00	 0.92	 0.10	
903	 250	 0.00	 0.92	 0.10	
904	 250	 0.00	 0.92	 0.10	
905	 250	 0.00	 0.92	 0.10	
906	 250	 0.00	 0.92	 0.10	
907	 250	 0.00	 0.92	 0.10	
908	 250	 0.00	 0.92	 0.10	
909	 250	 0.00	 0.92	 0.10	
910	 250	 0.00	 0.92	 0.10	
911	 250	 0.00	 0.92	 0.10	
912	 250	 0.00	 0.92	 0.10	
913	 250	 0.00	 0.92	 0.10	
914	 250	 0.00	 0.92	 0.10	
915	 250	 0.00	 0.92	 0.10	
916	 250	 0.00	 0.92	 0.10	
917	 250	 0.00	 0.92	 0.10	
918	 250	 0.00	 0.92	 0.10	
919	 250	 0.00	 0.92	 0.10	
920	 250	 0.00	 0.92	 0.10	
921	 250	 0.00	 0.92	 0.10	
922	 250	 0.00	 0.92	 0.10	
923	 250	 0.00	 0.92	 0.10	
924	 250	 0.00	 0.92	 0.10	
925	 250	 0.00	 0.92	 0.10	
926	 250	 0.00	 0.92	 0.10	
927	 250	 0.00	 0.92	 0.10	
928	 250	 0.00	 0.92	 0.10	
929	 250	 0.00	 0.92	 0.10	
930	 250	 0.00	 0.92	 0.10	
931	 250	 0.00	 0.92	 0.10	
932	 250	 0.00	 0.92	 0.10	
933	 250	 0.00	 0.92	 0.10	
934	 250	 0.00	 0.92	 0.10	
935	 250	 0.00	 0.92	 0.10	
936	 250	 0.00	 0.92	 0.10	
937	 250	 0.00	 0.92	 0.10	
938	 250	 0.00	 0.92	 0.10	
939	 250	 0.00	 0.92	 0.10	
940	 250	 0.00	 0.92	 0.10	
941	 250	 0.00	 0.92	 0.10	
942	 250	 0.00	 0.92	 0.10	
943	 250	 0.00	 0.92	 0.10	
944	 250	 0.00	 0.92	 0.10	
945	 250	 0.00	 0.92	 0.10	
946	 250	 0.00	 0.92	 0.10	
947	 250	 0.00	 0.92	 0.10	
948	 250	 0.00	 0.92	 0.10	
949	 250	 0.00	 0.92	 0.10	
950	 250	 0.00	 0.92	 0.10	
951	 250	 0.00	 0.92	 0.10	
952	 250	 0.00	 0.92	 0.10	
953	 250	 0.00	 0.92	 0.10	
954	 250	 0.00	 0.92	 0.10	
955	 250	 0.00	 0.92	 0.10	
956	 250	 0.00	 0.92	 0.10	
957	 250	 0.00	 0.92	 0.10	
958	 250	 0.00	 0.92	 0.10	
959	 250	 0.00	 0.92	 0.10	
960	 250	 0.00	 0.92	 0.10	
961	 250	 0.00	 0.92	 0.10	
962	 250	 0.00	 0.92	 0.10	
963	 250	 0.00	 0.92	 0.10	
964	 250	 0.00	 0.92	 0.10	
965	 250	 0.00	 0.92	 0.10	
966	 250	 0.00	 0.92	 0.10	
967	 250	 0.00	 0.92	 0.10	
968	 250	 0.00	 0.92	 0.10	
969	 250	 0.00	 0.92	 0.10	
970	 250	 0.00	 0.92	 0.10	
971	 250	 0.00	 0.92	 0.10	
972	 250	 0.00	 0.92	 0.10	
973	 250	 0.00	 0.92	 0.10	
974	 250	 0.00	 0.92	 0.10	
975	 250	 0.00	 0.92	 0.10	
976	 250	 0.00	 0.92	 0.10	
977	 250	 0.00	 0.92	 0.10	
978	 250	 0.00	 0.92	 0.10	
979	 250	 0.00	 0.92	 0.10	
980	 250	 0.00	 0.92	 0.10	
981	 250	 0.00	 0.92	 0.10	
982	 250	 0.00	 0.92	 0.10	
983	 250	 0.00	 0.92	 0.10	
984	 250	 0.00	 0.92	 0.10	
985	 250	 0.00	 0.92	 0.10	
986	 250	 0.00	 0.92	 0.10	
987	 250	 0.00	 0.92	 0.10	
988	 250	 0.00	 0.92	 0.10	
989	 250	 0.00	 0.92	 0.10	
990	 250	 0.00	 0.92	 0.10	
991	 250	 0.00	 0.92	 0.10	
992	 250	 0.00	 0.92	 0.10	
993	 250	 0.00	 0.92	 0.10	
994	 250	 0.00	 0.92	 0.10	
995	 250	 0.00	 0.92	 0.10	
996	 250	 0.00	 0.92	 0.10	
997	 250	 0.00	 0.92	 0.10	
998	 250	 0.00	 0.92	 0.10	
999	 250	 0.00	 0.92	 0.10	
